Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Brain Edema,1/63,0.11866887875611117,0.32217617138537585,0,0,7.936507936507936,16.916017426736325,TNF
Difficulty walking,1/63,0.11866887875611117,0.32208719702155775,0,0,7.936507936507936,16.916017426736325,VDR
Fibroadenoma,1/63,0.11866887875611117,0.3219982717877031,0,0,7.936507936507936,16.916017426736325,VDR
gliosarcoma,1/63,0.11866887875611117,0.3219093956431302,0,0,7.936507936507936,16.916017426736325,IL2
Idiopathic hypogonadotropic hypogonadism,1/63,0.11866887875611117,0.32182056854720215,0,0,7.936507936507936,16.916017426736325,IL2
Neuro-degenerative disease,1/63,0.11866887875611117,0.3217317904593271,0,0,7.936507936507936,16.916017426736325,SOD1
Autosomal dominant retinitis pigmentosa,1/64,0.12043710813779931,0.32643571394878423,0,0,7.8125,16.536153019288253,INS
Cytogenetically normal acute myeloid leukemia,1/64,0.12043710813779931,0.3263457123733917,0,0,7.8125,16.536153019288253,HIF1A
Extrapyramidal sign,1/64,0.12043710813779931,0.32625576041298004,0,0,7.8125,16.536153019288253,PRL
Nephronophthisis,1/64,0.12043710813779931,0.3261658580265339,0,0,7.8125,16.536153019288253,TNF
Osteopetrosis,1/64,0.12043710813779931,0.3260760051730831,0,0,7.8125,16.536153019288253,TNF
Rhabdomyolysis,1/65,0.12220187846195762,0.3307628921851059,0,0,7.6923076923076925,16.16985277179752,INS
Melanocytic nevus of skin,1/65,0.12220187846195762,0.3306718231068611,0,0,7.6923076923076925,16.16985277179752,HIF1A
Skeletal dysplasia,1/66,0.12396319624600918,0.33534552510481097,0,0,7.575757575757576,15.816443650757057,STAT1
Cleft palate with cleft lip,1/66,0.12396319624600918,0.3352532451034062,0,0,7.575757575757576,15.816443650757057,TGFB1
Dentatorubral-Pallidoluysian Atrophy,1/66,0.12396319624600918,0.33516101587504216,0,0,7.575757575757576,15.816443650757057,TNF
GRN-related frontotemporal dementia,1/66,0.12396319624600918,0.3350688373778268,0,0,7.575757575757576,15.816443650757057,SOD1
Mastocytosis, Systemic,1/67,0.12572106812860523,0.33972687862742157,0,0,7.462686567164178,15.475295305951537,IL2RA
Cerebral Hemorrhage,1/67,0.12572106812860523,0.3396334957580902,0,0,7.462686567164178,15.475295305951537,MTHFR
Cushing Syndrome,1/67,0.12572106812860523,0.33954016421212757,0,0,7.462686567164178,15.475295305951537,IL6
Multiple Chronic Conditions,1/67,0.12572106812860523,0.3394468839472341,0,0,7.462686567164178,15.475295305951537,HMGB1
Oxyphilic Adenoma,1/67,0.12572106812860523,0.3393536549211569,0,0,7.462686567164178,15.475295305951537,PRL
Recurrent infections,1/68,0.12747550064045512,0.3439948435734193,0,0,7.352941176470588,15.145816799167308,HLA-DRB1
Undifferentiated leukemia,1/68,0.12747550064045512,0.3439004173193503,0,0,7.352941176470588,15.145816799167308,IL2RA
Adenomatous polyp of colon,1/68,0.12747550064045512,0.34380604289088723,0,0,7.352941176470588,15.145816799167308,VDR
Angle class 2 malocclusion,1/68,0.12747550064045512,0.34371172024537533,0,0,7.352941176470588,15.145816799167308,IL2RA
Angle class 3 malocclusion,1/68,0.12747550064045512,0.34361744934020655,0,0,7.352941176470588,15.145816799167308,IL2RA
Primary hypogonadism,1/68,0.12747550064045512,0.3435232301328196,0,0,7.352941176470588,15.145816799167308,PRL
Simple Partial Status Epilepticus,1/69,0.12922650035538952,0.34814639404955267,0,0,7.246376811594203,14.827453605479835,TNF
Status Epilepticus, Subclinical,1/69,0.12922650035538952,0.348050985336467,0,0,7.246376811594203,14.827453605479835,TNF
Complex Partial Status Epilepticus,1/69,0.12922650035538952,0.3479556289021282,0,0,7.246376811594203,14.827453605479835,TNF
Grand Mal Status Epilepticus,1/69,0.12922650035538952,0.3478603247035793,0,0,7.246376811594203,14.827453605479835,TNF
Malignant neoplasm of salivary gland,1/69,0.12922650035538952,0.34776507269791024,0,0,7.246376811594203,14.827453605479835,RUNX3
Mucoepidermoid Carcinoma,1/69,0.12922650035538952,0.3476698728422579,0,0,7.246376811594203,14.827453605479835,RUNX3
Non-Convulsive Status Epilepticus,1/69,0.12922650035538952,0.34757472509380627,0,0,7.246376811594203,14.827453605479835,TNF
Progressive supranuclear palsy,1/69,0.12922650035538952,0.34747962940978605,0,0,7.246376811594203,14.827453605479835,TGM2
Glaucoma, Open-Angle,1/70,0.13097407381023796,0.35208238441111017,0,0,7.142857142857142,14.51968489438025,MTHFR
Hereditary pancreatitis,1/70,0.13097407381023796,0.35198610812333025,0,0,7.142857142857142,14.51968489438025,IRF1
Knee joint valgus deformity,1/70,0.13097407381023796,0.351889884474308,0,0,7.142857142857142,14.51968489438025,TGFB1
Neck Neoplasms,1/70,0.13097407381023796,0.3517937134208851,0,0,7.142857142857142,14.51968489438025,IL2
Ovarian adenocarcinoma,1/70,0.13097407381023796,0.35169759491995045,0,0,7.142857142857142,14.51968489438025,IL1B
Splenic Marginal Zone B-Cell Lymphoma,1/71,0.13271822757449078,0.3562837313854399,0,0,7.042253521126761,14.2220210409275,IL2RA
Malocclusion,1/71,0.13271822757449078,0.3561864392687317,0,0,7.042253521126761,14.2220210409275,IL2RA
Pediatric Obesity,1/71,0.13271822757449078,0.3560892002735723,0,0,7.042253521126761,14.2220210409275,INS
secondary acute myeloid leukemia,1/72,0.13445896809893665,0.36066122775009535,0,0,6.944444444444444,13.934001363749388,CD14
Varying degree of multiple fractures,1/72,0.13445896809893665,0.3605628208666711,0,0,6.944444444444444,13.934001363749388,VDR
Benign melanocytic nevus,1/72,0.13445896809893665,0.36046446766948975,0,0,6.944444444444444,13.934001363749388,TLR4
Frequent fractures,1/72,0.13445896809893665,0.36036616811463035,0,0,6.944444444444444,13.934001363749388,VDR
Hallucinations,1/72,0.13445896809893665,0.36026792215821957,0,0,6.944444444444444,13.934001363749388,HLA-DRB1
Increased fracture rate,1/72,0.13445896809893665,0.3601697297564321,0,0,6.944444444444444,13.934001363749388,VDR
Learning Disabilities,1/72,0.13445896809893665,0.3600715908654903,0,0,6.944444444444444,13.934001363749388,IL1B
ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 1,1/73,0.13619630195383398,0.36462469507008455,0,0,6.8493150684931505,13.655192035770261,IL6
Fractures, Multiple,1/73,0.13619630195383398,0.36452539640584974,0,0,6.8493150684931505,13.655192035770261,VDR
Attention Deficit Disorder,1/73,0.13619630195383398,0.36442615181113,0,0,6.8493150684931505,13.655192035770261,INS
Cystic Kidney Diseases,1/73,0.13619630195383398,0.3643269612417747,0,0,6.8493150684931505,13.655192035770261,INS
Dysplastic Nevus,1/73,0.13619630195383398,0.3642278246536817,0,0,6.8493150684931505,13.655192035770261,STAT1
hypopigmented skin patch,1/73,0.13619630195383398,0.3641287420027966,0,0,6.8493150684931505,13.655192035770261,HLA-DRB1
High density lipoprotein measurement,2/324,0.13683030262703566,0.36572428996967815,0,0,3.0864197530864197,6.138931444110966,IL15;IL6R
Acoustic Neuroma,1/74,0.13793023560669793,0.3685639900877181,0,0,6.756756756756757,13.38518419415403,SOD1
DiGeorge Syndrome,1/74,0.13793023560669793,0.36846380960658526,0,0,6.756756756756757,13.38518419415403,IL2
Marginal Zone B-Cell Lymphoma,1/74,0.13793023560669793,0.36836368357136606,0,0,6.756756756756757,13.38518419415403,TNF
Shy-Drager Syndrome,1/75,0.13966077554387377,0.37288402663547715,0,0,6.666666666666667,13.12359218996336,IL1B
Comatose,1/75,0.13966077554387377,0.37278275449353376,0,0,6.666666666666667,13.12359218996336,IL6
Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,1/75,0.13966077554387377,0.37268153734596565,0,0,6.666666666666667,13.12359218996336,IL6
Polycythemia,1/75,0.13966077554387377,0.372580375147989,0,0,6.666666666666667,13.12359218996336,HIF1A
Systemic arterial pressure,1/76,0.1413879282392794,0.37708563330682165,0,0,6.578947368421052,12.870051988783802,MTHFR
Varicosity,1/76,0.1413879282392794,0.3769833311816706,0,0,6.578947368421052,12.870051988783802,HIF1A
Acute Undifferentiated Leukemia,1/76,0.1413879282392794,0.37688108454994246,0,0,6.578947368421052,12.870051988783802,IL2RA
Axonal neuropathy,1/76,0.1413879282392794,0.37677889336649617,0,0,6.578947368421052,12.870051988783802,CD80
Blood Pressure,1/76,0.1413879282392794,0.3766767575862396,0,0,6.578947368421052,12.870051988783802,MTHFR
Blood pressure finding,1/76,0.1413879282392794,0.3765746771641295,0,0,6.578947368421052,12.870051988783802,MTHFR
Chest Pain,1/76,0.1413879282392794,0.37647265205517144,0,0,6.578947368421052,12.870051988783802,HLA-DRB1
Petit mal status,1/76,0.1413879282392794,0.37637068221441977,0,0,6.578947368421052,12.870051988783802,TNF
Distal amyotrophy,1/77,0.1431117001669465,0.38085615738985923,0,0,6.4935064935064934,12.624219698630808,SOD1
Non-small cell lung cancer stage I,1/77,0.1431117001669465,0.3807530561019898,0,0,6.4935064935064934,12.624219698630808,HIF1A
Parathyroid Adenoma,1/77,0.1431117001669465,0.38065001061995946,0,0,6.4935064935064934,12.624219698630808,VDR
Androgen-Insensitivity Syndrome,1/78,0.14483209774889816,0.385121714468661,0,0,6.41025641025641,12.385770218326877,MTHFR
Glioblastoma, IDH-Wildtype,1/79,0.1465491274263136,0.38958204607676766,0,0,6.329113924050633,12.15439598699508,HIF1A
Spinocerebellar Ataxia Type 1,1/79,0.1465491274263136,0.38947669668626556,0,0,6.329113924050633,12.15439598699508,HMGB1
Gliosis,1/79,0.1465491274263136,0.3893714042567748,0,0,6.329113924050633,12.15439598699508,CXCL10
Abnormality of the metaphysis,1/80,0.14826279563954406,0.3938180420393078,0,0,6.25,11.92980583500593,VDR
Dyslexia,1/80,0.14826279563954406,0.393711633489716,0,0,6.25,11.92980583500593,HMGB1
Luminal B Breast Carcinoma,1/80,0.14826279563954406,0.393605282427185,0,0,6.25,11.92980583500593,TNF
Congenital ear anomaly NOS (disorder),1/81,0.14997310878201375,0.3980382698108645,0,0,6.172839506172839,11.711723924346305,INS
Granulocyte count,1/81,0.14997310878201375,0.39793080807495446,0,0,6.172839506172839,11.711723924346305,ZMIZ1
Cholecystolithiasis,1/82,0.15168007326659602,0.40235135224402313,0,0,6.097560975609756,11.499888764887496,TLR4
Hydatidiform Mole,1/83,0.15338369548447178,0.4067606473883941,0,0,6.024096385542169,11.294052308932752,HLA-DRB1
Paraganglioma,1/83,0.15338369548447178,0.4066509196712675,0,0,6.024096385542169,11.294052308932752,HIF1A
Late tooth eruption,1/84,0.15508398180156174,0.4110478352604501,0,0,5.952380952380952,11.09397911142091,VDR
Downturned corners of mouth,1/85,0.15678093860097192,0.41543355744684607,0,0,5.88235294117647,10.89944555000165,INS
Curvature of digit,1/86,0.15847457220368777,0.41980811202637286,0,0,5.813953488372093,10.710239106230775,INS
Irritation - emotion,1/86,0.15847457220368777,0.4196949866930324,0,0,5.813953488372093,10.710239106230775,VDR
Leukoencephalopathies,1/86,0.15847457220368777,0.4195819223108414,0,0,5.813953488372093,10.710239106230775,MTHFR
Muscle Cramp,1/86,0.15847457220368777,0.419468918830553,0,0,5.813953488372093,10.710239106230775,SOD1
Muscular hypotonia of the trunk,1/86,0.15847457220368777,0.41935597620297344,0,0,5.813953488372093,10.710239106230775,INS
Generalized muscle weakness,1/87,0.16016488895102154,0.4237148125466056,0,0,5.747126436781609,10.526157692314088,SOD1
Gynecomastia,1/87,0.16016488895102154,0.423600788108353,0,0,5.747126436781609,10.526157692314088,PRL
Malignant Childhood Neoplasm,1/87,0.16016488895102154,0.42348682502304,0,0,5.747126436781609,10.526157692314088,TNF
Myoclonic Epilepsies, Progressive,1/88,0.16185189522239182,0.4278322824759728,0,0,5.681818181818182,10.34700902802518,INS
Abnormality of the skeletal system,1/88,0.16185189522239182,0.4277172428732635,0,0,5.681818181818182,10.34700902802518,IL6
Retinal Degeneration,1/89,0.16353559727600164,0.4320504973195011,0,0,5.617977528089887,10.172610067415423,SOD1
Bronchioloalveolar Adenocarcinoma,1/89,0.16353559727600164,0.43193438592543515,0,0,5.617977528089887,10.172610067415423,IRF1
Congenital clinodactyly,1/89,0.16353559727600164,0.4318183369233058,0,0,5.617977528089887,10.172610067415423,INS
Cystic kidney,1/90,0.16521600146865117,0.43613829235398976,0,0,5.555555555555555,10.002786452197885,INS
Dehydration,1/90,0.16521600146865117,0.43602117680824487,0,0,5.555555555555555,10.002786452197885,INS
Turridolichocephaly,1/91,0.16689311403362564,0.44032899992549607,0,0,5.4945054945054945,9.837372017596035,VDR
Narrow cranium shape,1/91,0.16689311403362564,0.4402108225234763,0,0,5.4945054945054945,9.837372017596035,VDR
Narrow head shape,1/91,0.16689311403362564,0.44009270853836135,0,0,5.4945054945054945,9.837372017596035,VDR
Narrow skull shape,1/91,0.16689311403362564,0.4399746579191182,0,0,5.4945054945054945,9.837372017596035,VDR
Cholestasis in newborn,1/92,0.16856694133347067,0.44426814143881727,0,0,5.434782608695652,9.676208315979686,CD14
Small for gestational age (disorder),1/93,0.17023748955633272,0.44855068293824074,0,0,5.376344086021506,9.519144190509108,INS
Low Birth Weights,1/93,0.17023748955633272,0.44843046029473005,0,0,5.376344086021506,9.519144190509108,INS
Hepatomegaly,2/373,0.1709805313479389,0.45026705843717674,0,0,2.680965147453083,4.735135605167616,IL2RA;AHR
Long narrow head,1/94,0.17190476501211555,0.45257970279642956,0,0,5.319148936170213,9.366035357992633,VDR
Renal cyst,1/95,0.17356877395262765,0.45683821917686784,0,0,5.263157894736842,9.216744034104446,TNF
MAJOR AFFECTIVE DISORDER 2,1/96,0.17522952257084182,0.461085876258697,0,0,5.208333333333333,9.071138577350286,IL10
Global developmental delay,4/1102,0.17669786424615674,0.464825109692513,0,0,1.8148820326678765,3.145760411291625,IL2RA;MTHFR;S100A9;INS
Ovarian Serous Adenocarcinoma,1/97,0.17688701714313435,0.465198181558128,0,0,5.154639175257731,8.92909315179004,IL10
Central Serous Chorioretinopathy,1/98,0.178541263849713,0.46942309821160494,0,0,5.1020408163265305,8.790487420672006,TGFB1
Malformations of Cortical Development,1/99,0.18019226886567122,0.4736372341299323,0,0,5.050505050505051,8.655206251537622,HMGB1
Erythrocyte Mean Corpuscular Hemoglobin Test,2/387,0.18099803608392664,0.4756279942868532,0,0,2.5839793281653747,4.41671601586621,HMGB1;HLA-DQA1
Finding of Mean Corpuscular Hemoglobin,2/387,0.18099803608392664,0.47550085502080486,0,0,2.5839793281653747,4.41671601586621,HMGB1;HLA-DQA1
Mood swings,1/100,0.18184003844564067,0.47758522123029307,0,0,5.0,8.523139440061096,SOD1
Neuromuscular Diseases,1/101,0.18348457872210075,0.481775698552179,0,0,4.9504950495049505,8.394181458814943,SOD1
Hypertrophy of lower jaw,1/102,0.1851258958653396,0.48595547664651645,0,0,4.901960784313725,8.268231211570072,TGFB1
mandibular excess (physical finding),1/102,0.1851258958653396,0.4858257155045547,0,0,4.901960784313725,8.268231211570072,TGFB1
Mandibular hyperplasia,1/102,0.1851258958653396,0.4856960236424339,0,0,4.901960784313725,8.268231211570072,TGFB1
Respiratory distress,1/104,0.18839888544735434,0.4941511198763273,0,0,4.8076923076923075,8.024970349720695,TGFB1
Increased size of the mandible,1/104,0.18839888544735434,0.49401927592758765,0,0,4.8076923076923075,8.024970349720695,TGFB1
Leukemia, Myelomonocytic, Chronic,1/108,0.194906457103083,0.5109470953345158,0,0,4.629629629629629,7.570534919807214,IL10
Class III malocclusion,1/108,0.194906457103083,0.5108108427757599,0,0,4.629629629629629,7.570534919807214,TGFB1
Borderline Personality Disorder,1/110,0.1981411368718355,0.5191498515532923,0,0,4.545454545454545,7.358071316971547,MTHFR
Dry skin,1/110,0.1981411368718355,0.5190114853881661,0,0,4.545454545454545,7.358071316971547,TNF
Lethargy,1/110,0.1981411368718355,0.518873192959339,0,0,4.545454545454545,7.358071316971547,IL1B
Luminal A Breast Carcinoma,1/110,0.1981411368718355,0.5187349742078847,0,0,4.545454545454545,7.358071316971547,AHR
Mental Retardation,4/1158,0.19945704311584797,0.5220409639793752,0,0,1.7271157167530224,2.784380636554516,IL6;MTHFR;IL12A;SOD1
Physical Activity Measurement,1/111,0.19975372152920057,0.5226782681546813,0,0,4.504504504504505,7.255270556642503,ZMIZ1
Muscular Dystrophy, Facioscapulohumeral,1/112,0.2013631441044547,0.526749262778435,0,0,4.4642857142857135,7.154666580054686,IRF1
Merkel cell carcinoma,1/112,0.2013631441044547,0.5266090953322461,0,0,4.4642857142857135,7.154666580054686,S100A9
Cocaine-Related Disorders,1/113,0.20296941061883486,0.5306686266458923,0,0,4.424778761061947,7.056194680979831,PRL
Obsessive-Compulsive Disorder,1/114,0.20457252711779186,0.5347177650302283,0,0,4.385964912280701,6.9597925900968045,TNF
Ataxia, Spinocerebellar,1/116,0.20776933416064633,0.5429292784181952,0,0,4.310344827586206,6.772960280280036,SOD1
Condition, Preneoplastic,1/116,0.20776933416064633,0.5427849590991047,0,0,4.310344827586206,6.772960280280036,IL6
Familial (FPAH),1/116,0.20776933416064633,0.5426407164844093,0,0,4.310344827586206,6.772960280280036,SOD1
Hypogonadism, Isolated Hypogonadotropic,1/117,0.20936303672499665,0.5466577908961922,0,0,4.273504273504273,6.682416735320993,PRL
Teratoma,1/117,0.20936303672499665,0.546512596263816,0,0,4.273504273504273,6.682416735320993,HIF1A
Diastolic blood pressure,1/117,0.20936303672499665,0.5463674787395824,0,0,4.273504273504273,6.682416735320993,MTHFR
Red Blood Cell Count measurement,1/118,0.2109536132441654,0.550372208909917,0,0,4.237288135593221,6.593716153049479,HLA-DQA1
Anemia, Hemolytic,1/118,0.2109536132441654,0.5502261440986351,0,0,4.237288135593221,6.593716153049479,MTHFR
Mental Retardation, X-Linked,1/118,0.2109536132441654,0.5500801567958762,0,0,4.237288135593221,6.593716153049479,IL1B
Systolic Pressure,1/118,0.2109536132441654,0.5499342469399622,0,0,4.237288135593221,6.593716153049479,MTHFR
Muscle Rigidity,1/119,0.2125410697572345,0.5539256519687352,0,0,4.201680672268908,6.5068068901092,SOD1
Prader-Willi Syndrome,1/119,0.2125410697572345,0.5537787999931337,0,0,4.201680672268908,6.5068068901092,IL6
Platelet distribution width measurement,1/120,0.21412541218649167,0.5577589586453328,0,0,4.166666666666667,6.421639155662539,ZMIZ1
Platelet distribution width result,1/120,0.21412541218649167,0.5576111687781771,0,0,4.166666666666667,6.421639155662539,ZMIZ1
Acute Myeloid Leukemia (AML-M2),1/121,0.21570664652092617,0.5615801117901091,0,0,4.132231404958678,6.338164927002905,RUNX3
Polycystic Kidney Diseases,1/124,0.22043176017939123,0.5737296978397926,0,0,4.032258064516129,6.097448022733102,TGFB1
Tetralogy of Fallot,1/125,0.22200062138320123,0.5776600759740804,0,0,4.0,6.020300392361384,HIF1A
Congenital hypoplasia of lung,1/125,0.22200062138320123,0.5775071749481476,0,0,4.0,6.020300392361384,TNF
Hypogonadotropic hypogonadism,1/126,0.22356640404400585,0.5814264670400872,0,0,3.968253968253968,5.94463015571553,PRL
Hyperkeratosis,1/127,0.22512911409287154,0.5853356966414659,0,0,3.9370078740157477,5.870398428930724,IL1B
